move,board_state,player
3-i,_______________________________@______#___,#
3-i,_______________________________@_____##___,@
2-i,______________________________@@_____##___,#
2-i,______________________________@@____###___,@
5-i,_____________________________@@@____###___,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
4-i,_______________________________@______##__,@
3-i,________________________@______@______##__,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
3-i,_________________@______@______@_____###_#,@
5-i,_________________@______@_____@@_____###_#,#
6-i,_________________@______@_____@@#____###_#,@
5-i,_________________@______@_____@@#____###@#,#
5-i,_________________@______@#____@@#____###@#,@
2-i,_________________@@_____@#____@@#____###@#,#
3-i,_________________@@_____@#____@@#___####@#,@
2-i,_________________@@____@@#____@@#___####@#,#
3-i,_________________@@____@@#___#@@#___####@#,@
2-i,________________@@@____@@#___#@@#___####@#,#
2-i,________________@@@___#@@#___#@@#___####@#,@
5-p,_______________@@@@___#@@#___#@@#___####@#,#
3-i,_______________@@@____#@@@___#@@#___####@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
4-i,_______________________________@______##__,@
3-i,________________________@______@______##__,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
5-i,__________#______@______@_____@@_____###__,#
2-i,__________#______@______@_____@@#____###__,@
5-i,__________#______@______@_____@@#___@###__,#
2-i,__________#______@______@#____@@#___@###__,@
7-i,__________#______@______@#___@@@#___@###__,#
2-i,__________#______@______@#___@@@#___@###_#,@
3-p,__________#______@____@_@#___@@@#___@###_#,#
5-i,__________#______@____@_@#___@_@#___@@##_#,@
6-i,__________#______@@___@_@#___@_@#___@@##_#,#
6-i,__________#______@@___@_@#___@_@#___@@####,@
6-i,__________#______@@___@_@#___@_@#@__@@####,#
3-i,__________#______@@___@_@##__@_@#@__@@####,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
4-i,_________________@______@______@___#_##___,#
3-i,__________#______@______@______@___#_##___,@
5-i,__________#______@______@_____@@___#_##___,#
5-i,__________#______@______@_____@@___#_###__,@
7-i,__________#______@______@_____@@@__#_###__,#
6-i,__________#______@______@_____@@@__#_###_#,@
1-i,__________#______@______@_____@@@__#_###@#,#
2-i,__________#______@______@___#_@@@__#_###@#,@
1-i,__________#______@______@___#_@@@__#@###@#,#
1-i,__________#______@___#__@___#_@@@__#@###@#,@
2-i,__________#___@__@___#__@___#_@@@__#@###@#,#
5-i,__________#___@__@___#__@___##@@@__#@###@#,@
2-i,__________#___@__@___#__@@__##@@@__#@###@#,#
5-i,__________#___@__@___##_@@__##@@@__#@###@#,@
5-i,__________________________________________,#
5-i,_______________________________________#__,@
3-i,________________________________@______#__,#
5-i,________________________________@____#_#__,@
4-i,_________________________@______@____#_#__,#
5-i,_________________________@______@____###__,@
5-i,__________________@______@______@____###__,#
4-i,___________#______@______@______@____###__,@
3-i,___________#______@______@_____@@____###__,#
4-i,___________#______@______@____#@@____###__,@
4-i,___________#______@_____@@____#@@____###__,#
6-i,___________#_____#@_____@@____#@@____###__,@
3-i,___________#_____#@_____@@____#@@____###@_,#
3-i,___________#_____#@____#@@____#@@____###@_,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
4-i,_________________@______@______@____###___,#
5-i,__________#______@______@______@____###___,@
2-i,__________#______@______@______@____###@__,#
5-i,__________#______@______@____#_@____###@__,@
2-i,__________#______@______@____#_@@___###@__,#
5-i,__________#______@____#_@____#_@@___###@__,@
1-i,__________#______@____#_@@___#_@@___###@__,#
3-i,__________#______@____#_@@___#_@@__####@__,@
5-i,__________#______@____#_@@___#@@@__####@__,#
6-i,__________#______@#___#_@@___#@@@__####@__,@
2-i,__________#______@#___#_@@___#@@@__####@@_,#
6-i,__________________________________________,#
4-i,________________________________________#_,@
4-i,______________________________________@_#_,#
3-i,_______________________________#______@_#_,@
6-i,_______________________________#_____@@_#_,#
2-i,_______________________________#_#___@@_#_,@
6-i,_______________________________#_#__@@@_#_,#
6-i,__________________________#____#_#__@@@_#_,@
3-i,___________________@______#____#_#__@@@_#_,#
2-i,___________________@______#___##_#__@@@_#_,@
5-i,___________________@______#__@##_#__@@@_#_,#
2-i,___________________@______#__@##_#__@@@##_,@
2-i,___________________@__@___#__@##_#__@@@##_,#
1-i,_______________#___@__@___#__@##_#__@@@##_,@
5-i,_______________#___@__@___#__@##_#_@@@@##_,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
5-i,_________________________@____#@@__#_##@__,#
3-i,__________________#______@____#@@__#_##@__,@
2-i,__________________#____@_@____#@@__#_##@__,#
3-i,__________________________________________,#
4-i,_____________________________________#____,@
4-i,_____________________________________#@___,#
3-i,_______________________________#_____#@___,@
4-i,______________________________@#_____#@___,#
5-i,________________________#_____@#_____#@___,@
4-i,________________________#_____@#_____#@@__,#
7-i,_________________#______#_____@#_____#@@__,@
6-i,_________________#______#_____@#_____#@@_@,#
5-i,_________________#______#_____@#_____#@@#@,@
5-i,_________________#______#_____@#@____#@@#@,#
3-i,_________________#______##____@#@____#@@#@,@
3-i,_________________#_____@##____@#@____#@@#@,#
2-i,________________##_____@##____@#@____#@@#@,@
6-i,________________##_____@##____@#@___@#@@#@,#
7-i,________________##_____@##____@#@#__@#@@#@,@
5-i,________________##_____@##____@#@#@_@#@@#@,#
7-i,________________###____@##____@#@#@_@#@@#@,@
7-i,________________###____@##_@__@#@#@_@#@@#@,#
2-i,________________###_#__@##_@__@#@#@_@#@@#@,@
2-i,________________###_#__@##_@_@@#@#@_@#@@#@,#
4-i,________________###_#_#@##_@_@@#@#@_@#@@#@,@
3-i,__________@_____###_#_#@##_@_@@#@#@_@#@@#@,#
3-i,__________________________________________,#
3-i,_____________________________________#____,@
4-i,______________________________@______#____,#
3-i,______________________________@______##___,@
2-i,_______________________@______@______##___,#
3-i,_______________________@______@_____###___,@
3-i,________________@______@______@_____###___,#
4-i,_________#______@______@______@_____###___,@
2-i,_________#______@______@______@@____###___,#
5-i,_________#______@______@_____#@@____###___,@
2-i,_________#______@______@_____#@@____###@__,#
5-i,_________#______@_____#@_____#@@____###@__,@
1-i,_________#______@_____#@_____#@@@___###@__,#
4-i,_________#______@_____#@_____#@@@__####@__,@
6-i,_________#______@_____#@@____#@@@__####@__,#
4-i,_________#______@_____#@@____#@@@__####@#_,@
2-i,_________#______@@____#@@____#@@@__####@#_,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
1-i,________________________@______@_____##___,#
4-i,________________________@______@___#_##___,@
4-i,_________________@______@______@___#_##___,#
3-i,__________#______@______@______@___#_##___,@
3-i,__________#______@______@_____@@___#_##___,#
5-i,__________#______@_____#@_____@@___#_##___,@
1-i,__________#______@_____#@_____@@___#_##@__,#
5-i,__________#______@_____#@___#_@@___#_##@__,@
1-i,__________#______@_____#@___#_@@@__#_##@__,#
3-i,__________#______@___#_#@___#_@@@__#_##@__,@
2-i,__________#_____@@___#_#@___#_@@@__#_##@__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
6-i,__________#______@______@_____@@@__#_###_#,@
7-i,__________#______@______@_____@@@__#_###@#,#
3-i,__________#______@______@_____@@@_##_###@#,@
7-i,__________#______@_____@@_____@@@_##_###@#,#
7-i,__________#______@_____@@__#__@@@_##_###@#,@
5-i,__________#______@__@__@@__#__@@@_##_###@#,#
2-i,__________#______@__@__@@#_#__@@@_##_###@#,@
4-p,__________#______@__@__@@#_#__@@@_##@###@#,#
6-i,_________________#__@__@@#_#__@@@_##@#@#@#,@
5-i,_________________#__@__@@#_#__@@@@##@#@#@#,#
6-i,_________________##_@__@@#_#__@@@@##@#@#@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
4-i,________________________@______@_____##___,#
5-i,_________________#______@______@_____##___,@
1-i,_________________#______@______@_____##@__,#
5-i,_________________#______@______@___#_##@__,@
3-i,_________________#______@______@@__#_##@__,#
5-i,_________________#______@_____#@@__#_##@__,@
5-i,_________________#______@@____#@@__#_##@__,#
3-i,_________________##_____@@____#@@__#_##@__,@
2-i,_________________##____@@@____#@@__#_##@__,#
2-i,_________________##____@@@____#@@__####@__,@
1-i,_________________##____@@@___@#@@__####@__,#
3-i,_________________##____@@@__#@#@@__####@__,@
1-i,________________@##____@@@__#@#@@__####@__,#
2-i,________________@##__#_@@@__#@#@@__####@__,@
1-i,________________@##__#@@@@__#@#@@__####@__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
4-i,_________________@______@______@____###___,#
3-i,__________#______@______@______@____###___,@
2-i,__________#______@______@_____@@____###___,#
5-i,__________#______@______@____#@@____###___,@
2-i,__________#______@______@____#@@____###@__,#
2-i,__________#______@____#_@____#@@____###@__,@
1-i,__________#____@_@____#_@____#@@____###@__,#
5-i,__________#____@_@____#_@____#@@___####@__,@
3-i,__________#____@_@____#_@____#@@@__####@__,#
3-i,__________#____@_@____##@____#@@@__####@__,@
1-i,__________#____@@@____##@____#@@@__####@__,#
5-i,__________#____@@@____##@___##@@@__####@__,@
5-i,__________#____@@@____##@@__##@@@__####@__,#
5-i,__________#____@@@#___##@@__##@@@__####@__,@
1-i,__________#@___@@@#___##@@__##@@@__####@__,#
1-i,__________#@___@@@#__###@@__##@@@__####@__,@
4-p,__________#@__@@@@#__###@@__##@@@__####@__,#
3-i,__________________________________________,#
4-i,_____________________________________#____,@
4-i,_____________________________________#@___,#
3-i,_______________________________#_____#@___,@
4-i,______________________________@#_____#@___,#
5-i,________________________#_____@#_____#@___,@
4-i,________________________#_____@#_____#@@__,#
7-i,_________________#______#_____@#_____#@@__,@
3-i,_________________#______#_____@#_____#@@_@,#
5-i,_________________#_____##_____@#_____#@@_@,@
6-i,_________________#_____##_____@#@____#@@_@,#
5-i,_________________#_____##_____@#@____#@@#@,@
5-i,_________________#_____##@____@#@____#@@#@,#
4-i,_________________##____##@____@#@____#@@#@,@
2-i,__________@______##____##@____@#@____#@@#@,#
4-p,__________@______##____##@____@#@___##@@#@,@
1-i,_________________@#____##@____@#@___###@#@,#
3-i,__________________________________________,#
5-i,_____________________________________#____,@
4-i,_____________________________________#_@__,#
5-i,_____________________________________##@__,@
1-i,________________________________@____##@__,#
5-i,________________________________@__#_##@__,@
4-i,_________________________@______@__#_##@__,#
2-i,_________________________@_____#@__#_##@__,@
4-i,_________________________@_____#@__#@##@__,#
4-i,________________________#@_____#@__#@##@__,@
2-i,_________________@______#@_____#@__#@##@__,#
5-i,_________________@______#@___#_#@__#@##@__,@
5-i,__________________________________________,#
4-i,_______________________________________#__,@
5-i,______________________________________@#__,#
5-i,________________________________#_____@#__,@
4-i,_________________________@______#_____@#__,#
3-i,_________________________@_____##_____@#__,@
3-i,_________________________@_____##____@@#__,#
1-i,_________________________@____###____@@#__,@
2-i,_________________________@____###__@_@@#__,#
5-i,_________________________@____###__@#@@#__,@
3-i,__________________@______@____###__@#@@#__,#
5-i,__________________@____#_@____###__@#@@#__,@
3-i,___________@______@____#_@____###__@#@@#__,#
3-i,___________@____#_@____#_@____###__@#@@#__,@
4-i,_________@_@____#_@____#_@____###__@#@@#__,#
4-i,_________@_@____#_@____##@____###__@#@@#__,@
2-i,_________@_@____#@@____##@____###__@#@@#__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
5-i,__________#______@______@_____@@_____###__,#
